file,split,zone_raw,color_raw,defect_code,bbox_cx,bbox_cy,bbox_area,match_level,distance,defect_id,inspection_id,dd_defect_type,dd_zone,dd_color,dd_severity,dd_rework,dd_rework_min,dd_area_mm2,dd_x_mm,dd_y_mm,dd_confidence
front_door_bronze_000571,train,front_door,bronze,DNT,0.15,0.826389,0.014102,exact_2,0.0376,DEF0000129759,INS0002826121,DNT,FD,C5G,MAJOR,Y,45,409.67,254.0,753.3,0.9397
front_door_bronze_000583,train,front_door,bronze,SCR,0.54375,0.453472,0.008986,exact_2,0.0445,DEF0000130560,INS0002186285,SCR,FD,N5M,MINOR,N,15,239.74,1168.8,367.4,0.9301
front_door_bronze_000700,train,front_door,bronze,SCR,0.114062,0.070833,0.002934,exact_2,0.0228,DEF0000166998,INS0000212740,SCR,FD,P2W,MINOR,N,15,29.25,141.6,78.3,0.987
front_door_bronze_000700,train,front_door,bronze,CRK,0.248828,0.179167,0.02041,exact_2,0.0928,DEF0000023259,INS0000738939,CRK,FD,ABP,CRITICAL,Y,90,332.14,175.9,76.9,0.9266
front_door_bronze_000762,train,front_door,bronze,PDR,0.71875,0.227083,0.002995,exact_2,0.082,DEF0000037778,INS0000278656,PDR,FD,N5M,MINOR,N,25,301.29,1539.7,241.9,0.9107
front_door_bronze_000762,train,front_door,bronze,PBB,0.363672,0.623611,0.00396,exact_2,0.0268,DEF0000159024,INS0002347390,PBB,FD,R4M,MINOR,N,30,163.29,709.5,548.0,0.8818
front_door_gray_000060,train,front_door,gray,PBB,0.125781,0.286111,0.005165,exact_3,0.1158,DEF0000145422,INS0000064557,PBB,FD,YW6,MINOR,N,30,388.19,294.7,173.2,0.9112
front_door_gray_000154,train,front_door,gray,DNT,0.732812,0.679167,0.008789,exact_3,0.0497,DEF0000159328,INS0002043266,DNT,FD,YW6,MAJOR,Y,45,234.96,1637.3,601.6,0.9417
front_door_gray_000507,train,front_door,gray,SCR,0.416016,0.26875,0.003569,exact_3,0.0999,DEF0000156899,INS0000526076,SCR,FD,YW6,MINOR,N,15,11.78,762.1,235.9,0.964
front_door_gray_000507,train,front_door,gray,DST,0.915234,0.748611,0.003587,exact_3,0.1863,DEF0000013274,INS0000758283,DST,FD,YW6,MINOR,N,10,267.84,1785.0,598.3,0.8685
front_door_gray_000596,train,front_door,gray,CRK,0.323828,0.778472,0.018245,exact_3,0.1912,DEF0000012086,INS0001851817,CRK,FD,YW6,CRITICAL,Y,90,359.42,756.8,721.6,0.9042
front_door_gray_000718,train,front_door,gray,DST,0.071094,0.895833,0.002227,exact_3,0.1409,DEF0000157153,INS0001637882,DST,FD,YW6,MINOR,Y,10,53.73,293.1,726.0,0.9894
front_door_gray_000734,train,front_door,gray,GAP,0.511719,0.441667,0.014219,exact_3,0.0941,DEF0000168349,INS0002082017,GAP,FD,YW6,CRITICAL,Y,60,57.24,1129.2,242.3,0.9435
front_door_gray_000751,train,front_door,gray,SCR,0.497266,0.067361,0.015198,exact_3,0.0562,DEF0000168642,INS0002900642,SCR,FD,YW6,MINOR,Y,15,376.01,984.9,80.4,0.8633
front_door_gray_000751,train,front_door,gray,DST,0.319141,0.688889,0.003969,exact_3,0.1043,DEF0000166817,INS0001415350,DST,FD,YW6,MINOR,Y,10,461.92,781.2,672.7,0.9701
front_door_green_000057,train,front_door,green,DNT,0.828906,0.780556,0.017226,exact_2,0.0449,DEF0000055923,INS0001788116,DNT,FD,P2W,MAJOR,Y,45,472.6,1842.1,741.9,0.8709
front_door_green_000143,train,front_door,green,DNT,0.382031,0.363889,0.010421,exact_2,0.04,DEF0000152714,INS0002701296,DNT,FD,B3L,MAJOR,Y,45,270.23,840.8,317.9,0.909
front_door_green_000143,train,front_door,green,DNT,0.575,0.626389,0.01615,exact_2,0.0403,DEF0000136737,INS0001351267,DNT,FD,B3L,MAJOR,Y,45,444.94,1198.8,493.3,0.8816
front_door_green_000256,train,front_door,green,PDR,0.635938,0.460417,0.004102,exact_2,0.0243,DEF0000075149,INS0002098507,PDR,FD,P2W,MINOR,Y,25,439.05,1277.0,640.2,0.9036
front_door_green_000337,train,front_door,green,PBB,0.514062,0.445139,0.006289,exact_2,0.0842,DEF0000079381,INS0001651513,PBB,FD,B3L,MINOR,Y,30,418.43,908.3,321.1,0.9399
front_door_green_000475,train,front_door,green,PBB,0.925,0.801389,0.005312,exact_2,0.055,DEF0000116230,INS0001814421,PBB,FD,N5M,MINOR,Y,30,339.19,1940.4,686.6,0.9645
front_door_green_000594,train,front_door,green,DNT,0.508594,0.240278,0.005017,exact_2,0.0395,DEF0000065536,INS0000640057,DNT,FD,B3L,MAJOR,Y,45,82.77,1055.6,159.8,0.9229
front_door_green_000626,train,front_door,green,PBB,0.175,0.614583,0.00651,exact_2,0.0527,DEF0000110630,INS0002244742,PBB,FD,P2W,MINOR,N,30,447.73,480.0,573.4,0.9217
front_door_green_000629,train,front_door,green,DNT,0.600781,0.281944,0.004727,exact_2,0.0194,DEF0000082548,INS0002521556,DNT,FD,TW3,MAJOR,Y,45,63.16,1296.8,219.8,0.8659
front_door_green_000681,train,front_door,green,DST,0.897266,0.279167,0.003084,exact_2,0.069,DEF0000169946,INS0001570079,DST,FD,YW6,MINOR,N,10,146.0,1900.7,213.9,0.8893
front_door_green_000681,train,front_door,green,ORG,0.917969,0.636111,0.015625,exact_2,0.0744,DEF0000021137,INS0001401964,ORG,FD,P2W,MINOR,N,20,377.96,1957.2,616.0,0.8657
front_door_green_000681,train,front_door,green,PBB,0.253125,0.407639,0.002832,exact_2,0.0047,DEF0000000381,INS0002373236,PBB,FD,P2W,MINOR,N,30,61.37,560.6,332.0,0.9289
front_door_green_000749,train,front_door,green,SCR,0.317578,0.549306,0.00657,exact_2,0.0231,DEF0000147749,INS0000588405,SCR,FD,N5M,MINOR,N,15,193.51,568.3,468.1,0.8843
front_door_green_000749,train,front_door,green,DNT,0.89375,0.801389,0.013129,exact_2,0.0357,DEF0000137807,INS0001318281,DNT,FD,B3L,MAJOR,Y,45,364.78,1981.4,755.6,0.9243
front_door_green_000749,train,front_door,green,SCR,0.867578,0.269444,0.020521,exact_2,0.031,DEF0000132271,INS0002087713,SCR,FD,WC9,MINOR,N,15,420.39,1861.9,238.7,0.922
front_door_navy_000055,train,front_door,navy,DNT,0.88125,0.761111,0.01,exact_2,0.0345,DEF0000063585,INS0001332817,DNT,FD,WC9,MAJOR,Y,45,257.29,1833.3,689.1,0.8715
front_door_navy_000102,train,front_door,navy,SCR,0.267188,0.39375,0.015671,exact_2,0.0419,DEF0000058007,INS0002294405,SCR,FD,U3G,MINOR,N,15,390.78,420.7,326.0,0.9269
front_door_navy_000102,train,front_door,navy,DST,0.706641,0.521528,0.003508,exact_2,0.0493,DEF0000129941,INS0000677389,DST,FD,TW3,MINOR,Y,10,281.62,1526.0,477.4,0.9667
front_door_navy_000120,train,front_door,navy,PBB,0.584375,0.184028,0.00166,exact_2,0.0446,DEF0000026321,INS0001280231,PBB,FD,W8Y,MINOR,Y,30,8.75,1240.0,68.4,0.9893
front_door_navy_000120,train,front_door,navy,ORG,0.695312,0.751389,0.017778,exact_2,0.0531,DEF0000061303,INS0000813380,ORG,FD,C5G,MINOR,N,20,464.08,1336.6,693.4,0.8875
front_door_navy_000120,train,front_door,navy,PDR,0.885938,0.281944,0.003802,exact_2,0.0606,DEF0000142349,INS0002054162,PDR,FD,R4M,MINOR,Y,25,419.36,1976.9,227.3,0.9644
front_door_navy_000149,train,front_door,navy,DNT,0.125,0.645833,0.006267,exact_2,0.0399,DEF0000010424,INS0000990212,DNT,FD,B3L,MAJOR,Y,45,97.43,228.3,538.1,0.9283
front_door_navy_000224,train,front_door,navy,DST,0.484766,0.848611,0.003835,exact_2,0.0548,DEF0000026110,INS0000736447,DST,FD,P2W,MINOR,N,10,386.66,1172.0,766.4,0.9599
front_door_navy_000224,train,front_door,navy,GAP,0.563281,0.516667,0.016194,exact_2,0.0911,DEF0000165537,INS0002867444,GAP,FD,U3G,CRITICAL,Y,60,289.29,1657.2,485.7,0.9124
front_door_navy_000246,train,front_door,navy,DNT,0.453125,0.286111,0.007296,exact_2,0.0405,DEF0000011961,INS0001564595,DNT,FD,B3L,MAJOR,Y,45,158.7,1047.4,192.2,0.8775
front_door_navy_000246,train,front_door,navy,PDR,0.11875,0.329861,0.004223,exact_2,0.0351,DEF0000123241,INS0002305552,PDR,FD,B3L,MINOR,N,25,459.32,141.4,383.8,0.9583
front_door_navy_000246,train,front_door,navy,CRK,0.783203,0.6125,0.015245,exact_2,0.0676,DEF0000049316,INS0000347641,CRK,FD,B3L,CRITICAL,Y,90,221.18,1548.0,506.9,0.9102
front_door_navy_000250,train,front_door,navy,DST,0.289453,0.692361,0.003905,exact_2,0.0811,DEF0000104778,INS0000029162,DST,FD,ABP,MINOR,Y,10,409.25,821.1,598.4,0.8583
front_door_navy_000448,train,front_door,navy,CRK,0.176563,0.204861,0.007129,exact_2,0.045,DEF0000008407,INS0002961377,CRK,FD,SWP,CRITICAL,Y,90,7.66,246.9,140.5,0.8562
front_door_navy_000510,train,front_door,navy,SCR,0.644141,0.180556,0.006539,exact_2,0.0318,DEF0000034137,INS0000071092,SCR,FD,SWP,MINOR,Y,15,187.78,1340.3,147.4,0.9209
front_door_navy_000544,train,front_door,navy,PDR,0.894531,0.494444,0.002196,exact_2,0.0267,DEF0000043457,INS0001004287,PDR,FD,B3L,MINOR,N,25,146.82,1975.8,685.0,0.9056
front_door_navy_000581,train,front_door,navy,PDR,0.585938,0.306944,0.002292,exact_2,0.0335,DEF0000085985,INS0002792645,PDR,FD,K3B,MINOR,Y,25,148.85,1201.5,298.3,0.9664
front_door_navy_000581,train,front_door,navy,PBB,0.523438,0.4625,0.006745,exact_2,0.1057,DEF0000165855,INS0000012776,PBB,FD,ABP,MINOR,Y,30,444.45,1089.4,419.8,0.9526
front_door_navy_000747,train,front_door,navy,GAP,0.665234,0.536111,0.015571,exact_2,0.0834,DEF0000005414,INS0002257069,GAP,FD,B3L,CRITICAL,Y,60,185.94,1862.2,540.5,0.878
front_door_pearl_white_000011,train,front_door,white,ORG,0.184375,0.694444,0.013611,exact_3,0.1147,DEF0000010027,INS0000935522,ORG,FD,P2W,MINOR,N,20,346.12,584.8,745.5,0.9333
front_door_pearl_white_000093,train,front_door,white,PDR,0.660156,0.295833,0.002005,exact_3,0.0511,DEF0000162230,INS0001677970,PDR,FD,P2W,MINOR,N,25,95.68,1403.1,307.4,0.9171
front_door_pearl_white_000107,train,front_door,white,PBB,0.178906,0.688194,0.004345,exact_3,0.0738,DEF0000058006,INS0001002759,PBB,FD,P2W,MINOR,Y,30,236.06,556.1,566.7,0.8708
front_door_pearl_white_000190,train,front_door,white,PBB,0.739844,0.127083,0.004898,exact_3,0.079,DEF0000041175,INS0001595351,PBB,FD,P2W,MINOR,N,30,324.08,1713.0,87.3,0.8733
front_door_pearl_white_000307,train,front_door,white,ORG,0.097656,0.747222,0.014601,exact_3,0.1301,DEF0000090780,INS0000592745,ORG,FD,P2W,MINOR,N,20,428.95,366.1,715.7,0.9227
front_door_pearl_white_000307,train,front_door,white,DNT,0.616406,0.672222,0.007656,exact_3,0.12,DEF0000011359,INS0001846672,DNT,FD,P2W,MAJOR,Y,45,162.28,1371.4,504.3,0.8562
front_door_pearl_white_000380,train,front_door,white,SCR,0.167578,0.579167,0.014503,exact_3,0.058,DEF0000068800,INS0001598902,SCR,FD,P2W,MINOR,N,15,346.33,139.5,483.6,0.9708
front_door_pearl_white_000380,train,front_door,white,DST,0.179688,0.328472,0.003939,exact_3,0.054,DEF0000096457,INS0002970506,DST,FD,P2W,MINOR,Y,10,412.48,505.2,287.3,0.9836
front_door_pearl_white_000384,train,front_door,white,GAP,0.471484,0.295833,0.032418,exact_3,0.1503,DEF0000114212,INS0002880337,GAP,FD,P2W,CRITICAL,Y,60,382.23,570.2,67.2,0.8502
front_door_pearl_white_000387,train,front_door,white,ORG,0.140625,0.444444,0.013129,exact_3,0.1022,DEF0000014941,INS0002581858,ORG,FD,P2W,MINOR,N,20,359.8,249.0,315.9,0.9719
front_door_pearl_white_000422,train,front_door,white,DNT,0.703906,0.169444,0.011289,exact_3,0.0733,DEF0000005066,INS0000761760,DNT,FD,P2W,MAJOR,Y,45,294.49,1573.6,117.0,0.8808
front_door_pearl_white_000453,train,front_door,white,CRK,0.663672,0.607639,0.009259,exact_3,0.0505,DEF0000152016,INS0001157548,CRK,FD,P2W,CRITICAL,Y,90,62.35,1488.7,515.4,0.9196
front_door_pearl_white_000453,train,front_door,white,DNT,0.392188,0.793056,0.008789,exact_3,0.039,DEF0000121526,INS0000302670,DNT,FD,P2W,MAJOR,Y,45,225.67,922.4,749.6,0.9412
front_door_pearl_white_000482,train,front_door,white,ORG,0.749219,0.438889,0.006601,exact_3,0.0728,DEF0000007989,INS0000586831,ORG,FD,P2W,MINOR,N,20,75.94,1417.9,339.9,0.9546
front_door_pearl_white_000482,train,front_door,white,SCR,0.213672,0.821528,0.003779,exact_3,0.1171,DEF0000148677,INS0001102693,SCR,FD,P2W,MINOR,N,15,5.47,349.4,691.5,0.9207
front_door_pearl_white_000657,train,front_door,white,GAP,0.636719,0.485417,0.015658,exact_3,0.0887,DEF0000130958,INS0000277468,GAP,FD,P2W,CRITICAL,Y,60,218.65,1835.2,411.6,0.8814
front_door_pearl_white_000657,train,front_door,white,ORG,0.365625,0.247222,0.014601,exact_3,0.0512,DEF0000169192,INS0001853411,ORG,FD,P2W,MINOR,N,20,390.19,898.4,205.3,0.8777
front_door_pearl_white_000662,train,front_door,white,GAP,0.440625,0.483333,0.012604,exact_3,0.0591,DEF0000055164,INS0000173709,GAP,FD,P2W,CRITICAL,Y,60,19.17,383.4,337.7,0.9899
front_door_pearl_white_000662,train,front_door,white,SCR,0.428125,0.454167,0.005078,exact_3,0.0729,DEF0000150779,INS0000105641,SCR,FD,P2W,MINOR,Y,15,144.25,887.9,349.0,0.9142
front_door_pearl_white_000672,train,front_door,white,DNT,0.876563,0.631944,0.015625,exact_3,0.0778,DEF0000112193,INS0001281831,DNT,FD,P2W,MAJOR,Y,45,461.47,1924.7,519.7,0.8577
front_door_red_000017,train,front_door,red,DNT,0.540625,0.726389,0.011736,exact_3,0.197,DEF0000150319,INS0000964923,DNT,FD,R4M,MAJOR,Y,45,369.42,1473.4,726.4,0.8836
front_door_red_000017,train,front_door,red,ORG,0.808594,0.266667,0.005317,exact_3,0.0772,DEF0000009515,INS0000921587,ORG,FD,R4M,MINOR,Y,20,35.46,1746.2,240.7,0.9274
front_door_red_000017,train,front_door,red,DNT,0.248438,0.276389,0.008025,exact_3,0.1574,DEF0000048519,INS0000871746,DNT,FD,R4M,MAJOR,Y,45,196.88,572.4,85.5,0.9879
front_door_red_000227,train,front_door,red,SCR,0.598828,0.210417,0.00402,exact_3,0.0496,DEF0000052162,INS0001613661,SCR,FD,R4M,MINOR,Y,15,99.98,1295.1,156.7,0.8979
front_door_red_000227,train,front_door,red,PDR,0.180469,0.395833,0.001389,exact_3,0.1327,DEF0000162366,INS0001601593,PDR,FD,R4M,MINOR,Y,25,35.24,515.6,403.3,0.9052
front_door_red_000268,train,front_door,red,PBB,0.678125,0.723611,0.006745,exact_3,0.1028,DEF0000153275,INS0001683286,PBB,FD,R4M,MINOR,N,30,474.53,1446.0,728.9,0.8676
front_door_red_000340,train,front_door,red,DNT,0.292969,0.144444,0.003906,exact_3,0.1692,DEF0000060783,INS0002545526,DNT,FD,R4M,MAJOR,Y,45,39.18,319.3,78.9,0.8896
front_door_red_000398,train,front_door,red,DST,0.828125,0.401389,0.004167,exact_3,0.1797,DEF0000016481,INS0002309558,DST,FD,R4M,MINOR,N,10,376.43,1907.2,383.7,0.9889
front_door_red_000398,train,front_door,red,SCR,0.330078,0.542361,0.007861,exact_3,0.0964,DEF0000047860,INS0001716427,SCR,FD,R4M,MINOR,N,15,222.84,411.9,479.6,0.9466
front_door_red_000455,train,front_door,red,PBB,0.832422,0.501389,0.004119,exact_3,0.1454,DEF0000121549,INS0001032036,PBB,FD,R4M,MINOR,N,30,244.69,1608.2,414.5,0.854
front_door_red_000455,train,front_door,red,DNT,0.517188,0.145833,0.012192,exact_3,0.1375,DEF0000078852,INS0001564659,DNT,FD,R4M,MAJOR,Y,45,346.38,1368.8,105.6,0.9372
front_door_red_000573,train,front_door,red,DNT,0.391406,0.345833,0.010851,exact_3,0.0721,DEF0000130521,INS0002839488,DNT,FD,R4M,MAJOR,Y,45,285.77,833.5,225.4,0.8516
front_door_red_000624,train,front_door,red,GAP,0.253906,0.511806,0.015432,exact_3,0.1828,DEF0000069243,INS0001687470,GAP,FD,R4M,CRITICAL,Y,60,118.95,296.1,521.0,0.8678
front_door_red_000736,train,front_door,red,SCR,0.866406,0.086111,0.028524,exact_3,0.1588,DEF0000136140,INS0000151945,SCR,FD,R4M,MINOR,N,15,495.93,1991.9,185.5,0.9319
front_door_red_000793,train,front_door,red,CRK,0.560156,0.647222,0.015191,exact_3,0.2854,DEF0000023570,INS0002901252,CRK,FD,R4M,CRITICAL,Y,90,278.5,881.4,393.5,0.8859
front_door_silver_000035,train,front_door,silver,DST,0.073438,0.273611,0.003646,exact_3,0.0934,DEF0000166304,INS0000812423,DST,FD,SWP,MINOR,N,10,394.58,210.6,195.5,0.9648
front_door_silver_000074,train,front_door,silver,PBB,0.915234,0.527083,0.005778,exact_3,0.1603,DEF0000122189,INS0000048266,PBB,FD,SWP,MINOR,N,30,349.21,1973.4,351.3,0.8819
front_door_silver_000158,train,front_door,silver,PBB,0.510156,0.377778,0.005608,exact_3,0.0621,DEF0000140985,INS0000310512,PBB,FD,SWP,MINOR,N,30,347.25,1000.8,297.8,0.9466
front_door_silver_000192,train,front_door,silver,DST,0.153516,0.404167,0.003581,exact_3,0.099,DEF0000075685,INS0000362993,DST,FD,SWP,MINOR,N,10,343.21,188.5,332.7,0.9742
front_door_silver_000351,train,front_door,silver,PBB,0.914844,0.59375,0.00395,exact_3,0.0748,DEF0000055406,INS0000747940,PBB,FD,SWP,MINOR,N,30,186.83,1828.4,505.3,0.9587
front_door_silver_000351,train,front_door,silver,SCR,0.515625,0.418056,0.018815,exact_3,0.0645,DEF0000013483,INS0000774288,SCR,FD,SWP,MINOR,N,15,378.57,1020.7,357.9,0.8511
front_door_silver_000432,train,front_door,silver,DST,0.513672,0.152083,0.003031,exact_3,0.0839,DEF0000089463,INS0002096829,DST,FD,SWP,MINOR,Y,10,179.62,1030.5,68.3,0.9836
front_door_silver_000474,train,front_door,silver,DST,0.689453,0.8875,0.002767,exact_3,0.1017,DEF0000061341,INS0002110537,DST,FD,SWP,MINOR,N,10,69.03,1477.8,740.6,0.897
front_door_silver_000474,train,front_door,silver,DST,0.114062,0.251389,0.00293,exact_3,0.0539,DEF0000139735,INS0002384325,DST,FD,SWP,MINOR,N,10,107.83,202.9,126.4,0.8835
front_door_silver_000474,train,front_door,silver,PBB,0.578906,0.5375,0.004687,exact_3,0.0884,DEF0000090833,INS0002454383,PBB,FD,SWP,MINOR,N,30,231.41,1310.3,429.6,0.9671
front_door_silver_000578,train,front_door,silver,SCR,0.158984,0.420139,0.0054,exact_3,0.0909,DEF0000075185,INS0001263073,SCR,FD,SWP,MINOR,Y,15,148.72,178.7,423.6,0.8878
front_door_silver_000578,train,front_door,silver,PBB,0.689844,0.789583,0.005091,exact_3,0.0897,DEF0000126504,INS0002690880,PBB,FD,SWP,MINOR,Y,30,367.81,1537.6,707.8,0.9359
front_door_silver_000646,train,front_door,silver,PDR,0.825781,0.311111,0.00237,exact_3,0.1571,DEF0000138414,INS0000877599,PDR,FD,SWP,MINOR,N,25,89.12,1889.8,348.2,0.8574
front_door_silver_000668,train,front_door,silver,PDR,0.820312,0.31875,0.004405,exact_3,0.1825,DEF0000097487,INS0000614699,PDR,FD,SWP,MINOR,Y,25,436.22,1479.0,376.5,0.9898
front_door_silver_000730,train,front_door,silver,ORG,0.546094,0.5125,0.018338,exact_3,0.1133,DEF0000010693,INS0001668979,ORG,FD,SWP,MINOR,Y,20,499.17,1059.7,546.1,0.8826
front_door_silver_000779,train,front_door,silver,SCR,0.446484,0.216667,0.013385,exact_3,0.0813,DEF0000052556,INS0000616315,SCR,FD,SWP,MINOR,Y,15,317.32,814.8,186.6,0.9026
front_door_silver_000779,train,front_door,silver,PBB,0.174219,0.480556,0.005417,exact_3,0.0669,DEF0000044628,INS0002834795,PBB,FD,SWP,MINOR,N,30,391.82,334.4,408.6,0.9492
front_door_silver_000779,train,front_door,silver,SCR,0.341406,0.809722,0.018281,exact_3,0.0864,DEF0000062556,INS0000882792,SCR,FD,SWP,MINOR,N,15,420.97,743.3,708.8,0.8507
front_door_silver_000791,train,front_door,silver,SCR,0.323047,0.445139,0.012354,exact_3,0.0799,DEF0000086316,INS0000752385,SCR,FD,SWP,MINOR,N,15,305.14,431.8,392.9,0.9157
front_door_silver_000791,train,front_door,silver,PDR,0.75625,0.590972,0.005111,exact_3,0.0442,DEF0000027885,INS0001593763,PDR,FD,SWP,MINOR,N,25,492.41,1620.2,783.8,0.9153
front_door_silver_000791,train,front_door,silver,DST,0.517188,0.292361,0.002758,exact_3,0.0662,DEF0000115249,INS0002750513,DST,FD,SWP,MINOR,N,10,62.12,1152.0,224.2,0.895
front_door_white_000323,train,front_door,white,DNT,0.835938,0.197222,0.005625,exact_3,0.0564,DEF0000058378,INS0000591900,DNT,FD,P2W,MAJOR,Y,45,93.37,1718.4,160.1,0.9122
front_door_white_000323,train,front_door,white,PBB,0.922656,0.252778,0.005608,exact_3,0.0574,DEF0000089984,INS0000001762,PBB,FD,P2W,MINOR,N,30,382.49,1843.9,162.7,0.9755
front_door_white_000361,train,front_door,white,DST,0.7625,0.381944,0.003364,exact_3,0.0891,DEF0000101428,INS0000392730,DST,FD,P2W,MINOR,N,10,249.83,1435.0,332.3,0.9425
front_door_white_000361,train,front_door,white,SCR,0.127344,0.25,0.021962,exact_3,0.0662,DEF0000147689,INS0000716615,SCR,FD,P2W,MINOR,N,15,470.21,172.1,183.9,0.9852
front_door_white_000373,train,front_door,white,SCR,0.18125,0.1875,0.022956,exact_3,0.0816,DEF0000147689,INS0000716615,SCR,FD,P2W,MINOR,N,15,470.21,172.1,183.9,0.9852
front_door_white_000373,train,front_door,white,CRK,0.642188,0.820833,0.01207,exact_3,0.2007,DEF0000084535,INS0001427225,CRK,FD,P2W,CRITICAL,Y,90,68.79,986.7,690.2,0.9113
front_door_white_000431,train,front_door,white,DST,0.823047,0.440278,0.003342,exact_3,0.079,DEF0000128082,INS0001798336,DST,FD,P2W,MINOR,N,10,212.62,1830.2,341.5,0.9072
front_door_white_000438,train,front_door,white,SCR,0.572656,0.65,0.02602,exact_3,0.0428,DEF0000098476,INS0000206455,SCR,FD,P2W,MINOR,N,15,471.5,1219.7,569.8,0.9417
front_door_white_000440,train,front_door,white,SCR,0.550781,0.620139,0.006999,exact_3,0.0322,DEF0000116292,INS0000834340,SCR,FD,P2W,MINOR,N,15,198.38,1107.4,534.5,0.8584
front_door_white_000450,train,front_door,white,SCR,0.741797,0.80625,0.003554,exact_3,0.0578,DEF0000016590,INS0002785411,SCR,FD,P2W,MINOR,N,15,65.52,1571.8,712.0,0.8527
front_door_white_000450,train,front_door,white,PDR,0.71875,0.290972,0.002676,exact_3,0.0824,DEF0000032861,INS0001380209,PDR,FD,P2W,MINOR,Y,25,202.02,1607.2,288.1,0.9186
front_door_white_000450,train,front_door,white,DST,0.45,0.279167,0.003581,exact_3,0.0819,DEF0000141888,INS0001853328,DST,FD,P2W,MINOR,Y,10,279.26,931.2,155.8,0.893
front_door_white_000528,train,front_door,white,SCR,0.404297,0.450694,0.005355,exact_3,0.0667,DEF0000150779,INS0000105641,SCR,FD,P2W,MINOR,Y,15,144.25,887.9,349.0,0.9142
front_door_white_000541,train,front_door,white,SCR,0.732422,0.570139,0.01374,exact_3,0.0408,DEF0000060620,INS0000727206,SCR,FD,P2W,MINOR,N,15,345.46,1587.2,506.1,0.856
front_door_white_000661,train,front_door,white,DST,0.355469,0.166667,0.004444,exact_3,0.0737,DEF0000164513,INS0002791757,DST,FD,P2W,MINOR,N,10,473.3,700.8,102.8,0.9028
front_door_white_000694,train,front_door,white,ORG,0.708594,0.829167,0.006601,exact_3,0.0701,DEF0000056488,INS0002482307,ORG,FD,P2W,MINOR,N,20,42.63,1456.8,732.8,0.8794
front_door_white_000694,train,front_door,white,DNT,0.652344,0.275,0.008403,exact_3,0.0985,DEF0000042751,INS0002641829,DNT,FD,P2W,MAJOR,Y,45,166.82,1481.5,229.7,0.9488
front_door_white_000712,train,front_door,white,SCR,0.748047,0.534028,0.013174,exact_3,0.0344,DEF0000127937,INS0002376499,SCR,FD,P2W,MINOR,N,15,312.28,1615.1,468.4,0.8996
front_door_white_000748,train,front_door,white,DNT,0.638281,0.543056,0.010851,exact_3,0.0848,DEF0000113044,INS0001365681,DNT,FD,P2W,MAJOR,Y,45,283.0,1303.8,485.6,0.9283
hood_black_000005,train,hood,black,SCR,0.637891,0.745139,0.005759,exact_3,0.0781,DEF0000118988,INS0002884870,SCR,HOOD,B3L,MINOR,N,15,172.33,1469.7,571.6,0.9311
hood_black_000568,train,hood,black,PDR,0.8,0.408333,0.003498,exact_3,0.085,DEF0000088951,INS0001325523,PDR,HOOD,B3L,MINOR,N,25,413.55,1717.4,478.0,0.8643
hood_black_000739,train,hood,black,SCR,0.363281,0.136111,0.011198,exact_3,0.0951,DEF0000015119,INS0000676777,SCR,HOOD,B3L,MINOR,N,15,303.83,545.8,54.2,0.8785
hood_black_000739,train,hood,black,PDR,0.485938,0.459722,0.002387,exact_3,0.1006,DEF0000149810,INS0001101072,PDR,HOOD,B3L,MINOR,Y,25,131.25,1036.3,580.1,0.9352
hood_black_000774,train,hood,black,GAP,0.606641,0.535417,0.015733,exact_3,0.1009,DEF0000133003,INS0001191915,GAP,HOOD,B3L,CRITICAL,Y,60,238.28,1682.5,506.5,0.8797
hood_black_000774,train,hood,black,GAP,0.477734,0.725,0.029707,exact_3,0.1956,DEF0000129623,INS0000872193,GAP,HOOD,B3L,CRITICAL,Y,60,346.73,853.3,718.1,0.965
hood_blue_000033,train,hood,blue,DNT,0.239063,0.223611,0.004444,exact_3,0.0727,DEF0000053607,INS0000972568,DNT,HOOD,ABP,MAJOR,Y,45,20.4,527.4,121.4,0.8969
hood_blue_000056,train,hood,blue,PBB,0.159375,0.488889,0.004583,exact_3,0.1308,DEF0000094141,INS0002385858,PBB,HOOD,ABP,MINOR,Y,30,292.96,564.3,362.1,0.9468
hood_blue_000216,train,hood,blue,PBB,0.654687,0.75625,0.004972,exact_3,0.0895,DEF0000006500,INS0002991122,PBB,HOOD,ABP,MINOR,N,30,345.05,1407.4,721.5,0.8563
hood_blue_000216,train,hood,blue,CRK,0.766797,0.722222,0.007702,exact_3,0.1439,DEF0000095794,INS0000847277,CRK,HOOD,ABP,CRITICAL,Y,90,68.72,1748.3,698.4,0.8545
hood_blue_000216,train,hood,blue,DNT,0.359375,0.5375,0.005625,exact_3,0.112,DEF0000123435,INS0001806059,DNT,HOOD,ABP,MAJOR,Y,45,62.22,782.0,496.7,0.9002
hood_blue_000667,train,hood,blue,SCR,0.663672,0.305556,0.021675,exact_3,0.0902,DEF0000158060,INS0001750955,SCR,HOOD,ABP,MINOR,N,15,397.69,1420.4,259.7,0.9654
hood_blue_000667,train,hood,blue,GAP,0.485156,0.416667,0.029792,exact_3,0.1395,DEF0000006341,INS0000024149,GAP,HOOD,ABP,CRITICAL,Y,60,428.77,424.0,154.6,0.9769
